Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
199712,22.286,2.876,-1.718,-0.603,-0.603,7.373,3.386,4.624,0.267,17.144,17.144,93.851,19.67,24.33,21.16,2.6,-35.76,7.96,1.48,0,8.46,13.7,4.5,15.19,5.474,0.11,0.603,4.89,0.144,0,0,29.93,14.71,-15.22,6.2,0.92,0.148,"39,952.00","36,571.00","3,381.00","-4,189.00",0,"2,095.00","5,475.00",0,0,0,"-2,335.00",-65,"3,140.00","-1,066.00",33.95,"2,074.00",0,"1,796.00",13,-0.6,-0.603,"1,792.71","8,234.00","5,155.00","7,934.00","14,519.00","22,453.00",0,0,"3,513.00","3,513.00",0,0,0,0,"5,468.00","5,468.00","7,031.00","38,465.00","4,158.00",0,0,0,0,"34,594.00","34,594.00",0,"34,594.00",0,0,"201,880.00","279,097.00","11,997.00","1,358.00","7,096.00","16,250.00","36,701.00","1,129.00",0,0,0,0,"37,830.00","167,118.00",0,"167,118.00",0,"13,422.00","29,993.00","248,363.00","1,203.00",0,"25,234.00","-1,228.00","5,564.00",-39,0,"30,734.00",0,"30,734.00","1,796.00",0,"1,796.00","8,234.00",0,0,0,0,0,0,0,0,"-1,741.00","8,289.00","-2,219.00",0,0,0,-781,698,0,0,"-8,327.00","-10,629.00",81,0,0,"3,969.00",-492,-458,"3,085.00",745,"-2,219.00","6,070.00",5.5,2.67,1.15,1.15,1.49,1.02,0.19,0.43,1.19,7.1,15.44,6.48,52.69,0,5.32,"35,262.61","181,056.61",-126.02,-117.08,-124.49,65.54,34.89,45.86,37.15,-51.32,0.89,6,-2.57,0.644,5.5,1.02,0.87,N/A,20.2,17.18,0,0.87,-74.28,63.22,12.82,"1,792.71","1,792.71",0.4,3/18/98,3/16/00,0,"363,892.00",0,0,0,0,0,0,0.53,0,0,0,0.3,0.43,0.5,0.56,0
199803,20.407,3.918,2.781,14.23,1.28,16.334,2.608,4.237,0.267,11.991,11.991,67.804,26.25,268.82,122.75,28.1,56.96,8.12,2.08,0,26.37,13.63,48.23,12.78,5.654,0.096,0.544,15.36,0.146,0.209,0,72,20,-52,4.56,0.74,0.161,"36,584.00","26,937.00","9,647.00","2,624.00",0,"2,037.00","4,986.00",0,0,0,"-2,323.00",-66,"2,663.00",-972,36.5,"1,691.00",0,"17,646.00",95,14.23,14.23,"1,792.71","2,037.00","7,023.00","8,228.00",0,"8,228.00",0,0,"2,993.00","2,993.00",0,0,0,0,"6,340.00","6,340.00","21,350.00","38,911.00",0,0,0,0,0,"61,442.00","61,442.00","-26,004.00","35,438.00",0,0,"148,889.00","223,238.00","21,253.00",0,0,0,"21,253.00","114,176.00",0,0,0,"18,908.00","154,337.00","7,377.00",0,"7,377.00",0,"5,633.00","33,716.00","201,063.00",0,0,"16,819.00",0,0,0,"4,678.00","21,497.00",678,"22,175.00","17,646.00",0,"1,691.00","2,037.00",0,0,0,0,0,0,0,0,"3,868.00","7,596.00","-2,920.00",0,0,0,-692,553,0,0,"-6,104.00","-9,163.00",93,-420,0,"3,829.00",-520,"-1,181.00","1,801.00",234,"-2,920.00","4,676.00",1.58,1.61,2.19,2.19,1.86,1.25,0.25,0.63,1.05,6.22,13.6,7.35,42.44,0,4.07,"47,058.64","161,061.64",-107.94,-90.83,-106.18,62.33,34.82,41.91,31.41,-33.03,0.48,6,-2.35,0.485,14.06,0.25,0.21,N/A,26.35,17.87,0,-0.92,"1,085.83",3.79,11.46,"1,792.71","1,792.71",0.55,5/12/98,4/19/99,0,0,0,0,0,0,0,0,0.84,0,0,0,0.42,0.63,0.96,0.75,0
199806,29.963,5.991,4.257,1.91,1.91,23.74,5.111,6.076,0.267,12.869,12.869,69.152,36.08,42.67,15.24,4.22,59.46,10.21,2.45,0,26.51,14.21,6.39,17.06,5.374,0.101,0.543,17.52,0.165,0.14,0,39.91,19.8,-20.11,4.61,0.73,0.159,"37,289.00","27,403.00","9,886.00","2,430.00",0,"2,158.00","5,298.00",0,0,0,"-1,725.00",-28,"3,573.00","-1,192.00",33.36,"2,381.00",0,"2,381.00",4,1.96,1.91,"1,244.50","2,158.00","7,456.00","6,687.00",0,"6,687.00",0,0,"2,821.00","2,821.00",0,0,0,0,"5,551.00","5,551.00","24,502.00","39,561.00",0,0,0,0,0,"78,658.00","78,658.00","-42,811.00","35,847.00",0,0,"152,863.00","228,271.00","11,985.00",0,0,0,"11,985.00","116,605.00",0,0,0,"22,837.00","151,427.00","7,365.00",0,"7,365.00",0,"5,803.00","39,928.00","204,523.00",0,0,"18,688.00",0,0,0,"4,382.00","23,070.00",678,"23,748.00","2,381.00",0,"2,381.00","2,158.00",0,0,0,0,0,0,0,0,"3,023.00","7,562.00","-1,201.00",0,0,0,"-1,065.00",845,0,0,"-5,770.00","-7,191.00",117,-389,0,"2,690.00","-3,754.00",-554,"-1,890.00","-1,519.00","-1,201.00","6,361.00",2.19,1.52,2.8,2.8,2.15,1.58,0.35,1.06,1.22,7.07,16.05,6.23,33.2,0,2.96,"64,680.98","182,641.98",-110.73,-92.4,-109.19,95.18,33.83,34.05,31.87,-46.79,0.53,6,-2.42,0.632,10.57,0.26,0.22,N/A,36.08,25.84,0,-9.11,-7.28,-2.9,9.71,"1,212.76","1,792.71",0.46,7/15/98,7/15/98,0,0,0,0,0,0,0,0,1.13,0,0,0,0.38,1.06,1.23,1.07,0
199809,26.191,4.346,2.564,0.8,0.8,23.726,1.468,3.117,0.267,13.234,13.234,68.961,28.74,17.05,7.86,1.75,35.35,6.11,2.56,0,22.63,9.79,3.07,5.61,5.211,0.104,0.541,12.94,0.143,0.334,0,67.84,21.57,-46.27,4.23,0.77,0.183,"32,640.00","25,253.00","7,387.00","1,971.00",0,"2,220.00","3,196.00",0,0,0,"-1,713.00",-30,"1,483.00",-482,32.5,"1,001.00",0,"1,001.00",4,0.81,0.8,"1,246.25","2,220.00","5,416.00","6,382.00",0,"6,382.00",0,0,"3,013.00","3,013.00",0,0,0,0,"6,387.00","6,387.00","24,972.00","40,754.00",0,0,0,0,0,"79,597.00","79,597.00","-43,117.00","36,480.00",0,0,"151,280.00","228,514.00","18,774.00",0,0,0,"18,774.00","114,937.00",0,0,0,"20,306.00","154,017.00","8,654.00",0,"8,654.00",0,"5,856.00","35,592.00","204,119.00",0,0,"19,176.00",0,0,0,"4,542.00","23,718.00",677,"24,395.00","1,001.00",0,"1,001.00","2,220.00",0,0,0,0,0,0,0,0,664,"3,885.00","-2,055.00",0,0,0,"-62,453.00","52,694.00",0,0,"9,359.00","-2,455.00",-3,-57,0,"-1,558.00",-517,417,"-1,718.00",-288,"-2,055.00","1,830.00",1.76,1.21,2.17,2.17,2.29,1.59,0.29,1.18,1.16,6.76,16.29,6.14,36.06,0,3.72,"51,507.54","169,393.54",-110.71,-91.53,-108.93,100.23,32.62,24.45,31.76,-46.37,0.47,5,-2.32,0.62,10.91,0.26,0.22,N/A,37.15,25.61,0.03,-12.3,-13.04,-15.05,7.22,"1,230.86","1,792.19",0.91,10/15/98,10/15/98,0,0,0,0,0,0,0,0,0.9,0,0,0,0.29,1.18,0.95,0.88,0
199812,29.734,15.403,9.359,0.87,13.19,22.503,-0.554,2.166,0.293,13.062,13.062,73.741,35.89,17.64,6.41,1.79,125.69,2.32,3.17,0,10.57,2.16,2.83,-1.86,5.646,0.099,0.556,6.68,0.158,0.022,0,37.03,16.68,-20.35,5.47,0.89,0.163,"36,837.00","32,943.00","3,894.00",925,0,"2,174.00",795,0,0,0,"15,766.00",-28,"16,561.00",-114,0.69,"16,447.00",0,"1,043.00",4,1.22,0.87,"1,238.90","7,488.00","19,083.00","4,836.00","20,120.00","24,956.00",0,0,"2,604.00","2,604.00","2,887.00",0,0,"2,769.00",0,"5,656.00","6,644.00","39,860.00","44,542.00",409,"9,298.00","43,562.00","2,774.00","8,117.00","64,160.00","-26,840.00","37,320.00",0,0,"115,823.00","237,545.00","13,368.00","1,404.00","6,380.00","16,925.00","38,077.00","1,121.00",0,0,0,0,"39,198.00","131,037.00",0,"131,037.00",0,"12,273.00","31,628.00","214,136.00","1,222.00",0,"19,659.00","-1,670.00","5,283.00","-1,085.00",0,"23,409.00",0,"23,409.00","1,043.00",0,"16,295.00","7,488.00",0,0,0,0,0,0,0,0,"-21,099.00","2,684.00","-3,370.00",0,0,0,"61,350.00","-51,231.00",0,0,"-19,296.00","-12,547.00",-53,197,0,"8,978.00",-557,-521,"8,044.00","-1,819.00","-3,370.00",-686,2.02,1.59,2.75,2.75,4.16,2.3,0.34,0.26,1.2,4.4,6.84,14.62,30.32,12.45,3.05,"64,321.70","171,523.70",-105.56,-97.24,-103.98,98.38,35.08,137.1,71.06,-37.44,1.24,7,-3.04,0.572,13.34,1.02,0.87,N/A,36.42,24.3,0,33.42,244.28,435.57,7.98,"1,140.46","1,792.19",0.94,3/17/99,3/22/01,0,"345,175.00",0,0,0,0,0,0,0.51,0,0,0,0.36,0.26,1.21,1.02,0
199903,30.351,5.373,3.629,1.61,1.44,9.977,3.27,4.309,0.293,13.808,13.808,76.088,34.66,32.81,13.07,3.27,48.41,8.34,3.34,0,26.13,11.96,5.27,10.77,5.51,0.1,0.553,16.22,0.155,0.203,0,60.51,18.42,-42.09,4.95,0.74,0.149,"37,549.00","27,737.00","9,812.00","3,165.00",0,"2,157.00","4,490.00",0,0,0,"-1,823.00",-23,"2,667.00",-893,33.48,"1,774.00",205,"1,979.00",4,1.64,1.61,"1,237.15","2,157.00","6,647.00","5,930.00",0,"5,930.00",0,0,"2,668.00","2,668.00",0,0,0,0,"5,542.00","5,542.00","25,896.00","40,036.00",0,0,0,0,0,"63,722.00","63,722.00","-26,840.00","36,882.00",0,0,"169,593.00","246,511.00","18,393.00",0,0,0,"18,393.00","1,501.00",0,0,0,"21,529.00","41,423.00","134,863.00",0,"134,863.00",0,"6,499.00","38,303.00","221,088.00",0,0,"21,077.00",0,0,0,"3,670.00","24,747.00",676,"25,423.00","1,979.00",0,"1,979.00","2,157.00",0,0,0,0,0,0,0,0,"1,195.00","5,331.00","-1,286.00",0,0,0,-701,688,0,0,"-6,816.00","-8,115.00",0,-136,0,"4,540.00",-562,214,"4,056.00","1,272.00","-1,286.00","4,045.00",6.68,3.47,2.51,2.51,3.73,2.21,0.3,0.19,1.34,5.01,7.86,12.72,35.05,12.25,3.23,"62,117.31","193,227.31",-120.43,-101.4,-118.88,104.38,38.36,178.78,73.4,-53.89,1.19,7,-3.23,0.656,7,0.97,0.83,N/A,39.74,34.36,0,48.73,-88.69,37.14,10.31,"1,206.14","1,792.19",0.95,4/19/99,4/28/00,0,0,0,0,0,0,0,0,0.47,0,0,0,0.33,0.19,1.1,0.9,0
199906,34.601,6.062,4.088,1.89,1.66,10.454,5.188,6.598,0.293,14.642,14.642,80.143,34.51,36.64,15.53,3.68,51.67,8.22,3.57,0,26.51,11.81,5.58,15,5.473,0.1,0.55,17.5,0.165,0.177,0,51.69,17.61,-34.08,5.18,0.73,0.142,"41,907.00","30,796.00","11,111.00","3,769.00",0,"2,391.00","4,951.00",0,0,0,"-1,859.00",-31,"3,092.00","-1,034.00",33.44,"2,058.00",280,"2,338.00",3,1.93,1.89,"1,211.14","2,391.00","7,342.00","5,619.00",0,"5,619.00",0,0,"4,294.00","4,294.00",0,0,0,0,"6,347.00","6,347.00","26,861.00","43,121.00",0,0,0,0,0,"66,615.00","66,615.00","-26,840.00","39,775.00",0,0,"178,409.00","261,305.00","17,444.00",0,0,0,"17,444.00","1,348.00",0,0,0,"26,180.00","44,972.00","142,284.00",0,"142,284.00",0,"6,634.00","40,497.00","234,387.00",0,0,"22,854.00",0,0,0,"3,388.00","26,242.00",676,"26,918.00","2,338.00",0,"2,338.00","2,391.00",0,0,0,0,0,0,0,0,"3,262.00","7,991.00","-1,707.00",0,0,0,-710,590,0,0,"-10,022.00","-11,849.00",0,-110,0,"2,626.00",-562,631,"2,585.00","-1,273.00","-1,707.00","6,284.00",6.68,3.3,2.36,2.36,3.68,2.13,0.29,0.16,1.35,5.21,8.28,12.08,39.17,12.17,3.32,"61,848.48","200,537.48",-128.02,-107.1,-126.25,120.14,39.89,218.92,75.03,-58.41,1.14,7,-3.22,0.669,8.2,0.96,0.82,N/A,40.78,32.33,0,15.48,-1.05,1.19,12.81,"1,211.14","1,792.19",0.96,7/15/99,7/31/00,0,0,0,0,0,0,0,0,0.46,0,0,0,0.29,0.16,1.03,0.87,0
199909,30.227,4.689,2.797,0.9,0.78,10.204,1.436,4.669,0.293,15.09,15.09,81.162,30.73,16.7,8.19,1.69,34.02,5.96,3.6,0,25.22,9.25,2.99,4.75,5.378,0.101,0.542,14.23,0.141,0.376,0,70.25,22.2,-48.05,4.11,0.75,0.182,"37,280.00","27,879.00","9,401.00","3,618.00",0,"2,333.00","3,450.00",0,0,0,"-2,018.00",-24,"1,432.00",-473,33.03,959,155,"1,114.00",4,0.92,0.9,"1,233.33","2,333.00","5,783.00","5,278.00","21,664.00","26,942.00",0,0,"3,622.00","3,622.00",0,0,0,0,"7,218.00","7,218.00","7,938.00","45,720.00",0,0,0,0,0,"68,196.00","68,196.00","-26,840.00","41,356.00",0,0,"180,314.00","267,390.00","21,464.00",0,0,0,"21,464.00","1,429.00",0,0,0,"22,136.00","45,029.00","143,363.00",0,"143,363.00",0,"8,511.00","42,891.00","239,794.00","1,222.00",0,"23,408.00","-1,861.00","5,017.00",-865,0,"26,921.00",675,"27,596.00","1,114.00",0,"1,114.00","2,333.00",0,0,0,0,0,0,0,0,"2,312.00","5,759.00","-3,988.00",0,0,0,"-1,029.00","1,095.00",0,0,"-2,869.00","-6,791.00",0,-19,0,706,-561,152,278,-754,"-3,988.00","1,771.00",5.83,3.01,2.04,2.04,3.29,1.73,0.25,0.12,1.13,4.46,7.08,14.12,43.13,10.62,3.81,"54,821.71","173,346.71",-119.69,-109.17,-117.67,120.45,41.22,266.97,76.13,-42.81,1.13,7,-3.36,0.557,8.98,1.02,0.86,N/A,35.81,28.36,0.46,15.41,12.5,7.89,15.64,"1,206.52","1,783.98",1.11,11/12/99,10/30/00,0,0,0,0,0,0,0,0,0.4,0,0,0,0.26,0.12,0.89,0.75,0
199912,35.253,4.793,-1.356,1.47,1.39,11.149,4.73,6.67,0.318,15.473,15.473,85.009,32.6,26.44,12.53,2.69,-17.36,5.38,4.02,0,8.36,6.77,4.11,13.42,5.494,0.102,0.561,5.46,0.163,0.229,0,32.4,14.62,-17.78,6.24,0.92,0.147,"43,922.00","40,252.00","3,670.00","-1,678.00",0,"2,373.00","2,975.00",0,0,0,-312,-26,"2,663.00",-848,31.84,"1,815.00",95,"1,806.00",4,1.5,1.47,"1,245.90","7,661.00","5,971.00","4,381.00","18,943.00","23,324.00",0,0,"7,571.00","7,571.00",0,0,0,0,"5,684.00","5,684.00","7,593.00","44,172.00","45,743.00",0,0,0,0,"36,528.00","36,528.00",0,"36,528.00",0,0,"143,806.00","270,249.00","14,292.00","1,709.00","7,328.00","18,488.00","41,817.00","1,338.00",0,0,0,0,"43,155.00","150,317.00",0,"150,317.00",0,"15,076.00","34,097.00","242,645.00","1,222.00",0,"24,606.00","-1,856.00","5,049.00","-1,417.00",0,"27,604.00",0,"27,604.00","1,806.00",0,"1,071.00","7,661.00",0,0,0,0,0,0,0,0,-422,"8,310.00","-2,417.00",0,0,0,"-2,069.00","1,079.00",0,0,"-8,667.00","-12,074.00",0,-442,0,"8,080.00",-605,"-2,365.00","4,942.00","1,178.00","-2,417.00","5,893.00",5.55,2.92,2.11,2.11,2.23,1.47,0.25,0.38,1.16,7.24,16.65,6.01,44.51,10.86,3.67,"58,157.75","186,488.75",-122.94,-111.25,-121.35,128.46,43.04,85.48,42.83,-47.79,0.99,5,-2.6,0.583,6.91,1.02,0.89,N/A,33.55,29.66,0,18.56,68.97,-68.88,16.22,"1,218.62","1,783.98",1.15,3/16/00,3/22/01,0,"364,550.00",0,0,0,0,0,0,0.76,0,0,0,0.25,0.38,0.92,0.76,0
200003,22.326,3.844,2.695,1.082,1.006,7.324,3.682,4.622,0.318,15.009,15.009,81.702,28.09,29.69,15.88,3.05,57.25,8.6,3.73,0,26.38,12.07,4.85,16.49,5.444,0.103,0.563,16.6,0.157,0.316,0,42.1,17.69,-24.41,5.16,0.74,0.143,"42,894.00","31,578.00","11,316.00","3,930.00",0,"2,208.00","5,178.00",0,0,0,"-2,224.00",-29,"2,954.00","-1,022.00",34.6,"1,932.00",147,"2,079.00",0,1.101,1.082,"1,921.24","2,208.00","7,386.00","5,758.00","18,973.00","24,731.00",0,0,"6,213.00","6,213.00",0,0,0,0,"6,557.00","6,557.00","7,317.00","44,818.00",0,0,0,0,0,"76,113.00","76,113.00","-40,282.00","35,831.00",0,0,"194,375.00","275,024.00","14,570.00",0,0,0,"14,570.00","1,107.00",0,0,0,"24,249.00","39,926.00","153,597.00",0,"153,597.00",0,"8,170.00","44,237.00","245,930.00","1,222.00",0,"26,078.00","-2,453.00","4,971.00","-1,399.00",0,"28,419.00",675,"29,094.00","2,079.00",0,"2,079.00","2,208.00",0,0,0,0,0,0,0,0,"4,593.00","8,880.00","-1,806.00",0,0,0,"-1,275.00","1,223.00",0,0,"-7,460.00","-9,318.00",0,-78,0,"3,078.00",-607,-546,"1,847.00","1,409.00","-1,806.00","7,074.00",5.26,3.84,1.87,1.87,1.87,1.25,0.23,0.35,1.11,6.94,15.46,6.47,52.84,9.07,4.35,"53,188.70","183,836.70",-117.18,-106.57,-115.44,88.02,40.39,80.18,40.41,-30.96,1.01,6,-2.63,0.589,5.97,1.12,0.96,N/A,33.4,25.07,-6.14,-26.44,-32.8,-28.46,16.58,"1,894.63","1,893.51",1.24,4/28/00,4/28/00,0,0,0,0,0,0,0,0,0.7,0,0,0,0.32,0.35,0.82,0.7,0
200006,22.964,3.552,2.315,-0.306,0.789,5.982,4.455,5.285,0.318,13.019,13.019,84.458,27.37,-8.74,-4.16,-0.82,50.92,7.65,3.4,0,24.72,10.08,-1.3,19.4,6.487,0.087,0.562,15.73,0.159,0.403,0,40.4,17.44,-22.96,5.23,0.75,0.144,"44,519.00","33,515.00","11,004.00","4,118.00",0,"2,398.00","4,488.00",0,0,0,"-2,247.00",-27,"2,241.00",-728,32.49,"1,513.00","-2,090.00",-577,3,-0.306,-0.306,"1,938.68","2,398.00","6,886.00","8,664.00","18,568.00","27,232.00",0,0,"5,766.00","5,766.00",0,0,0,0,"6,251.00","6,251.00","7,908.00","47,157.00",0,0,0,0,0,"76,014.00","76,014.00","-41,337.00","34,677.00",0,0,"202,746.00","284,580.00","14,840.00",0,0,0,"14,840.00",862,0,0,0,"27,545.00","43,247.00","159,005.00",0,"159,005.00",0,"8,821.00","48,190.00","259,263.00","1,222.00",0,"22,823.00","-2,934.00","4,936.00","-1,404.00",0,"24,643.00",674,"25,317.00",-577,0,-577,"2,398.00",0,0,0,0,0,0,0,0,"8,425.00","10,246.00","-1,610.00",0,0,0,"-1,288.00","1,306.00",0,0,"-11,981.00","-13,573.00",0,-114,0,"5,805.00",-971,"1,627.00","6,347.00","3,020.00","-1,610.00","8,636.00",8.7,4.58,2.1,2.1,1.91,1.29,0.25,0.43,1.1,7.11,16.2,6.17,51.9,9.19,4.56,"51,807.58","185,116.58",-122.94,-112.41,-121.29,89.14,36.55,63.08,34.08,-29.15,0.95,5,-2.69,0.574,4.56,1.09,0.95,N/A,34.89,26.22,0.03,-33.63,-116.19,-41.41,15.91,"1,893.06","1,892.86",1.13,7/31/00,7/31/00,0,0,0,0,0,0,0,0,0.8,0,0,0,0.31,0.43,0.92,0.75,0
200009,24.29,3.825,2.354,0.53,0.53,6.76,4.253,5.486,0.318,9.636,9.636,85.309,25.31,16.48,6.27,1.25,44.18,6.49,2.85,0,25.93,9.69,2.22,17.51,8.853,0.065,0.573,14.66,0.141,0.6,0,44.49,22.21,-22.28,4.11,0.74,0.18,"40,055.00","29,670.00","10,385.00","4,077.00",0,"2,427.00","3,881.00",0,0,0,"-2,544.00",-47,"1,337.00",-449,33.58,888,0,888,4,0.54,0.53,"1,649.00","2,427.00","6,308.00","5,662.00","15,247.00","20,909.00",0,0,"6,575.00","6,575.00",0,0,0,0,"8,189.00","8,189.00","7,651.00","43,324.00",0,0,0,0,0,"76,614.00","76,614.00","-41,014.00","35,600.00",0,0,"203,361.00","282,285.00","14,465.00",0,0,0,"14,465.00",731,0,0,0,"27,404.00","42,600.00","161,035.00",0,"161,035.00",0,"9,810.00","49,893.00","263,338.00",19,0,"17,374.00","-3,913.00","5,969.00","-1,176.00",0,"18,273.00",674,"18,947.00",888,0,888,"2,427.00",0,0,0,0,0,0,0,0,"5,731.00","9,046.00","-2,033.00",0,0,0,"1,774.00","-2,088.00",0,0,"-2,218.00","-4,565.00",0,7,0,-269,-607,"-6,443.00","-7,312.00","-2,831.00","-2,033.00","7,013.00",9.12,3.74,2.63,2.63,1.48,1.15,0.24,0.47,1.11,7.14,15.98,6.26,56.94,8.33,5.03,"47,993.83","189,524.83",-128.2,-116.38,-126.04,109.36,34.59,53.98,28.38,-40.17,0.91,4,-2.74,0.562,2.57,1.02,0.82,N/A,30.75,24.25,-0.18,-19.64,-41.11,-18.43,14.53,"1,649.00","1,896.24",0.98,10/30/00,11/14/01,0,0,0,0,0,0,0,0,0.89,0,0,0,0.23,0.47,1.15,0.73,0
200012,21.942,3.372,2.148,0.57,0.52,2.744,1.387,2.88,0.3,10.131,10.131,90.123,23.44,23.27,10.07,1.52,45.64,6.95,2.51,0,14.71,9.79,2.53,6.32,8.896,0.066,0.584,8.86,0.151,0.577,13.43,37.86,19.72,-4.71,4.63,0.85,0.184,"42,600.00","36,332.00","6,268.00",-278,0,"2,375.00","4,171.00",0,0,0,"-2,588.00",-16,"1,583.00",-506,31.96,"1,077.00",0,"1,077.00",4,0.57,0.57,"1,941.48","2,375.00","6,546.00","4,851.00","13,116.00","17,967.00","6,272.00",0,0,"6,272.00",0,0,0,0,"7,514.00","7,514.00","7,557.00","39,310.00",0,0,0,0,0,"61,835.00","61,835.00","-24,327.00","37,508.00",0,0,"206,572.00","283,390.00","15,075.00",0,0,"23,369.00","38,444.00",277,0,0,0,"4,460.00","43,181.00","165,279.00",0,"165,279.00",0,"9,030.00","46,617.00","264,107.00",19,0,"17,884.00","-3,432.00","6,174.00","-2,035.00",0,"18,610.00",673,"19,283.00","1,077.00",0,"1,077.00","2,375.00",0,0,0,0,0,0,0,0,"2,140.00","5,592.00","-2,899.00",0,0,0,"-5,170.00","5,054.00",0,0,"-5,680.00","-8,695.00",0,"-1,636.00",0,"5,868.00",-566,"-1,369.00","2,889.00",-214,"-2,899.00","2,693.00",12.49,8.54,2.31,2.31,1.7,1.28,0.26,0.69,1.12,7.05,10.8,9.26,57.38,7.39,5.35,"43,059.28","191,321.28",-134.36,-122.74,-129.75,93.46,30.2,33.88,25.47,-35.29,0.86,4,-2.96,0.591,2.07,0.91,0.74,N/A,26.5,22.13,3.12,-37.76,-61.22,-29.65,11.91,"1,870.00","1,837.00",1.04,3/22/01,3/28/02,0,"345,991.00",0,0,0,0,0,0,0.92,0,0,0,0.25,0.69,1.01,0.78,0
